time_stamp,DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8
20250418_203044,1,1,0,0,0,0,0,0
20250418_203044,1,1,0,0,0,0,0,0
20250418_203044,1,1,0,0,0,0,0,0
20250418_203044,1,1,0,0,0,0,0,0
20250418_203044,1,1,0,0,0,0,0,0
20250418_203044,1,1,0,0,0,0,0,0
20250418_203044,1,1,0,0,0,0,0,0
20250418_203044,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203045,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203046,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203047,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203048,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203049,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203050,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203051,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203052,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203053,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203054,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203055,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203056,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203057,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203058,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203059,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203100,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203101,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203102,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203103,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203104,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203105,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203106,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203107,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203108,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203109,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203110,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203111,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203112,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203113,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203114,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203115,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203116,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203117,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203118,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203119,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203120,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203121,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203122,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203123,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203124,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203125,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203126,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203127,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203128,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203129,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203130,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203131,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203132,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203133,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203134,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203135,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203136,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203137,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203138,1,1,0,0,0,0,0,0
20250418_203139,1,1,0,0,0,0,0,0
